#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,16,8,4,4,35:19,16,28
2,Bayern München,FCB,15,7,5,3,29:16,13,26
3,VfL Wolfsburg,WOB,15,7,5,3,24:17,7,26
4,FC Schalke 04,S04,15,7,5,3,23:16,7,26
5,1. FC Köln,KOE,15,6,5,4,15:11,4,23
6,VfB Stuttgart,VFB,15,6,4,5,20:19,1,22
7,Hamburger SV,HSV,15,5,6,4,29:23,6,21
8,Bayer Leverkusen,B04,16,4,8,4,27:23,4,20
9,Borussia Dortmund,BVB,15,5,5,5,21:23,-2,20
10,Eintracht Frankfurt,SGE,15,5,4,6,18:22,-4,19
11,1899 Hoffenheim,TSG,16,5,3,8,16:21,-5,18
12,VfL Bochum,BOC,16,4,4,8,14:26,-12,16
13,SC Freiburg,SCF,16,4,3,9,19:31,-12,15
14,Hertha BSC,BSC,16,4,2,10,23:29,-6,14
15,1. FSV Mainz 05,M05,16,3,4,9,12:26,-14,13
16,1. FC Nürnberg,FCN,16,3,3,10,14:31,-17,12
17,Hannover 96,H96,15,3,2,10,13:31,-18,11
18,Bor. Mönchengladbach,BMG,16,2,4,10,17:32,-15,10
