#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,7,2,1,25:7,18,23
2,Borussia Dortmund,BVB,9,6,2,1,19:5,14,20
3,Hannover 96,H96,10,6,1,3,18:14,4,19
4,SC Freiburg,SCF,10,6,1,3,16:12,4,19
5,Hamburger SV,HSV,9,5,2,2,15:13,2,17
6,Werder Bremen,SVW,9,5,1,3,17:13,4,16
7,1899 Hoffenheim,TSG,9,4,3,2,19:11,8,15
8,1. FSV Mainz 05,M05,10,5,0,5,13:9,4,15
9,1. FC Nürnberg,FCN,9,5,0,4,14:13,1,15
10,FC Schalke 04,S04,10,4,2,4,18:11,7,14
11,1. FC Köln,KOE,9,4,2,3,12:13,-1,14
12,VfB Stuttgart,VFB,10,4,1,5,23:16,7,13
13,1. FC Kaiserslautern,FCK,9,3,4,2,16:10,6,13
14,VfL Wolfsburg,WOB,9,3,4,2,16:13,3,13
15,Bayer Leverkusen,B04,10,3,4,3,17:19,-2,13
16,Eintracht Frankfurt,SGE,9,4,1,4,9:13,-4,13
17,FC St. Pauli,STP,10,2,3,5,12:18,-6,9
18,Bor. Mönchengladbach,BMG,10,0,3,7,12:25,-13,3
