#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,15,6,5,4,23:20,3,23
2,Bayern München,FCB,15,6,4,5,23:16,7,22
3,1. FC Kaiserslautern,FCK,15,7,1,7,23:32,-9,22
4,FC Schalke 04,S04,15,6,3,6,28:20,8,21
5,Bayer Leverkusen,B04,15,6,3,6,22:23,-1,21
6,SC Freiburg,SCF,15,5,5,5,15:20,-5,20
7,Hertha BSC,BSC,15,6,0,9,19:29,-10,18
8,VfL Wolfsburg,WOB,15,4,5,6,20:21,-1,17
9,1. FC Köln,KOE,15,4,4,7,22:28,-6,16
10,TSV 1860 München,M60,15,4,4,7,18:27,-9,16
11,Werder Bremen,SVW,15,4,4,7,16:27,-11,16
12,FC Hansa Rostock,ROS,15,4,2,9,11:22,-11,14
13,Hamburger SV,HSV,16,2,5,9,23:33,-10,11
14,Eintracht Frankfurt,SGE,15,2,2,11,15:40,-25,8
15,VfL Bochum,BOC,15,2,2,11,10:35,-25,8
16,SpVgg Unterhaching,UNT,15,1,4,10,11:34,-23,7
17,Energie Cottbus,FCE,14,1,2,11,10:27,-17,5
17,VfB Stuttgart,VFB,15,0,5,10,10:27,-17,5
